Id,SalePrice
1653,49.431995
1654,49.54438
1655,54.44779
1656,52.511497
1657,49.422363
1658,50.03372
1659,52.019085
1660,51.622124
1661,60.49215
1662,64.28008
1663,60.646706
1664,63.08245
1665,63.16755
1666,58.332485
1667,57.028053
1668,60.62927
1669,60.889587
1670,60.30424
1671,54.48006
1672,62.114155
1673,60.955074
1674,61.068043
1675,53.585857
1676,52.513653
1677,54.74397
1678,62.840946
1679,57.433758
1680,60.693737
1681,62.237877
1682,57.369457
1683,58.577377
1684,55.91321
1685,53.628944
1686,56.82889
1687,56.52935
1688,56.194
1689,55.855057
1690,53.343204
1691,51.905773
1692,56.806633
1693,52.942352
1694,51.03696
1695,57.05635
1696,51.176594
1697,57.13958
1698,58.827393
1699,59.565052
1700,55.395515
1701,57.459705
1702,58.69561
1703,61.08718
1704,59.6267
1705,57.217514
1706,60.245216
1707,54.756924
1708,56.277355
1709,63.369976
1710,61.124622
1711,57.470745
1712,60.873886
1713,54.125404
1714,53.497982
1715,53.54415
1716,53.775173
1717,56.770615
1718,51.792824
1719,54.668644
1720,58.630074
1721,55.111717
1722,49.792557
1723,48.602283
1724,54.254993
1725,56.062946
1726,55.580666
1727,52.867916
1728,54.804077
1729,52.084995
1730,52.001865
1731,48.55052
1732,49.460743
1733,51.868435
1734,51.335335
1735,53.062687
1736,52.21202
1737,58.527054
1738,56.392876
1739,57.789776
1740,56.90389
1741,53.845234
1742,49.80895
1743,51.69711
1744,57.509304
1745,55.559444
1746,61.075512
1747,53.68504
1748,54.856216
1749,51.477547
1750,50.320835
1751,53.09091
1752,49.851585
1753,52.141953
1754,55.588486
1755,53.696053
1756,50.231552
1757,48.33427
1758,50.15141
1759,49.923775
1760,50.706276
1761,48.905235
1762,51.739895
1763,50.41025
1764,48.37593
1765,48.605965
1766,52.544598
1767,53.797047
1768,51.116714
1769,53.816677
1770,52.36888
1771,49.24282
1772,48.94899
1773,51.278214
1774,47.779015
1775,50.985027
1776,49.182663
1777,47.56284
1778,51.78393
1779,50.38785
1780,54.643867
1781,48.715824
1782,50.81363
1783,51.23645
1784,53.02705
1785,52.379776
1786,53.26798
1787,57.18955
1788,44.03531
1789,51.959846
1790,49.48764
1791,49.821877
1792,50.716743
1793,50.520855
1794,51.39765
1795,48.23934
1796,50.153927
1797,48.21524
1798,51.453316
1799,49.315796
1800,48.47458
1801,49.853855
1802,49.580708
1803,50.870556
1804,51.459984
1805,53.02664
1806,53.352287
1807,51.61288
1808,46.703785
1809,51.442352
1810,53.379364
1811,48.7565
1812,48.99416
1813,49.948204
1814,49.720074
1815,37.145042
1816,52.75005
1817,46.611164
1818,52.60049
1819,56.94837
1820,47.88335
1821,50.038467
1822,53.461243
1823,40.848503
1824,53.749775
1825,49.203705
1826,48.653576
1827,48.33946
1828,47.017353
1829,45.052193
1830,51.99794
1831,56.45064
1832,43.513237
1833,49.274174
1834,52.725056
1835,50.150826
1836,49.956562
1837,47.182304
1838,50.278687
1839,52.38576
1840,47.73597
1841,46.75576
1842,42.135265
1843,54.917343
1844,54.06786
1845,55.503387
1846,55.47729
1847,54.024048
1848,40.622208
1849,46.63269
1850,48.245358
1851,48.951862
1852,48.064606
1853,47.903107
1854,54.883617
1855,54.721024
1856,52.51927
1857,51.48183
1858,44.33972
1859,46.820415
1860,50.19635
1861,47.356945
1862,54.338444
1863,54.338444
1864,54.338444
1865,58.380356
1866,58.389187
1867,60.814964
1868,54.609016
1869,52.162292
1870,54.6208
1871,60.43999
1872,54.681335
1873,51.752743
1874,50.73788
1875,51.49762
1876,49.57813
1877,51.704296
1878,58.69647
1879,49.69626
1880,51.98318
1881,50.692364
1882,58.77579
1883,53.585712
1884,54.71845
1885,54.309475
1886,54.235107
1887,52.041874
1888,57.19461
1889,54.320885
1890,49.395046
1891,47.93762
1892,47.35281
1893,48.41503
1894,48.73429
1895,49.66471
1896,48.15169
1897,54.760826
1898,54.787685
1899,56.484642
1900,55.615044
1901,51.44093
1902,49.88692
1903,53.68778
1904,53.52931
1905,52.626537
1906,51.80248
1907,50.656647
1908,49.820915
1909,49.912823
1910,53.009308
1911,51.339275
1912,54.54767
1913,49.027256
1914,45.522175
1915,55.15881
1916,45.36742
1917,57.533745
1918,50.65313
1919,49.44326
1920,46.79365
1921,59.790985
1922,60.034184
1923,52.883297
1924,54.56754
1925,53.789593
1926,60.624237
1927,51.102013
1928,51.194107
1929,49.315033
1930,49.512123
1931,47.9118
1932,46.80371
1933,52.220123
1934,52.424854
1935,50.397045
1936,51.217274
1937,49.576298
1938,49.235847
1939,58.17482
1940,58.118645
1941,53.72489
1942,48.74638
1943,59.918655
1944,60.148464
1945,59.836597
1946,49.277412
1947,58.639244
1948,54.924168
1949,55.83965
1950,55.84924
1951,52.235783
1952,54.707138
1953,52.570034
1954,55.60067
1955,49.575027
1956,55.464348
1957,55.9055
1958,56.202072
1959,47.85157
1960,48.260437
1961,45.876545
1962,49.03329
1963,49.03329
1964,46.45304
1965,51.67177
1966,51.628365
1967,59.72106
1968,58.76551
1969,60.463287
1970,61.302715
1971,62.242184
1972,60.675335
1973,60.80439
1974,57.923973
1975,62.599632
1976,57.78941
1977,59.19298
1978,60.50354
1979,63.264507
1980,59.947258
1981,62.494553
1982,58.62949
1983,62.12001
1984,55.471535
1985,51.398895
1986,51.166874
1987,56.852257
1988,54.399055
1989,56.025604
1990,55.8851
1991,56.584213
1992,52.723354
1993,56.39292
1994,52.44286
1995,56.552406
1996,61.427715
1997,64.25718
1998,58.940273
1999,56.31036
2000,61.38022
2001,54.97056
2002,55.94239
2003,60.7509
2004,59.257595
2005,59.66934
2006,59.44111
2007,61.38836
2008,55.139603
2009,52.66608
2010,54.97991
2011,49.57768
2012,54.755768
2013,51.912914
2014,53.724426
2015,54.17944
2016,52.890633
2017,55.58669
2018,58.88892
2019,49.970985
2020,48.471886
2021,52.008083
2022,52.893124
2023,50.59292
2024,53.31841
2025,59.11891
2026,54.85927
2027,50.46417
2028,53.374435
2029,49.77346
2030,58.87003
2031,58.965527
2032,59.474865
2033,58.968636
2034,51.59445
2035,55.85875
2036,56.615246
2037,56.65934
2038,63.712776
2039,56.88046
2040,58.587624
2041,57.48684
2042,57.541245
2043,52.448917
2044,51.688786
2045,56.158722
2046,49.22064
2047,50.666977
2048,49.330235
2049,48.391777
2050,55.34441
2051,48.167103
2052,50.616467
2053,50.90538
2054,48.963963
2055,48.622295
2056,55.98191
2057,49.48335
2058,51.698265
2059,50.361755
2060,52.593655
2061,50.534374
2062,48.16391
2063,49.316532
2064,47.19419
2065,47.619225
2066,54.689507
2067,50.010612
2068,48.829124
2069,43.77646
2070,51.39999
2071,51.81115
2072,51.39955
2073,49.697147
2074,53.824883
2075,48.864902
2076,49.120667
2077,50.02642
2078,49.848755
2079,48.427055
2080,52.21647
2081,50.05595
2082,48.701008
2083,46.815693
2084,52.13118
2085,51.282585
2086,44.00221
2087,51.202446
2088,51.29531
2089,49.117085
2090,51.89792
2091,48.729748
2092,49.366447
2093,48.726967
2094,56.35347
2095,54.69031
2096,48.70248
2097,51.51372
2098,52.645866
2099,36.7357
2100,44.09561
2101,48.39784
2102,57.864475
2103,51.28186
2104,51.94381
2105,51.93864
2106,43.82703
2107,58.66154
2108,50.231247
2109,49.733444
2110,46.54981
2111,55.797157
2112,49.42917
2113,48.94113
2114,53.451008
2115,51.44364
2116,53.000088
2117,51.059437
2118,51.218063
2119,50.387768
2120,50.75883
2121,49.431297
2122,48.74656
2123,48.823174
2124,53.510983
2125,50.603336
2126,46.89938
2127,55.19774
2128,51.940773
2129,48.570156
2130,49.402657
2131,52.60289
2132,47.004486
2133,51.85133
2134,50.9078
2135,52.48574
2136,43.933273
2137,49.72944
2138,48.87752
2139,52.231354
2140,51.93904
2141,53.772125
2142,50.903656
2143,50.42288
2144,48.681183
2145,52.812656
2146,55.181793
2147,50.32483
2148,54.38851
2149,52.136684
2150,53.4829
2151,56.30976
2152,47.976486
2153,50.70327
2154,46.461433
2155,52.35769
2156,53.0997
2157,54.631577
2158,54.7797
2159,57.25741
2160,56.71038
2161,60.555145
2162,59.263325
2163,59.146442
2164,57.53181
2165,50.06142
2166,48.432426
2167,52.489162
2168,48.727497
2169,51.93711
2170,51.621418
2171,50.38398
2172,49.16525
2173,51.02218
2174,58.65376
2175,58.71702
2176,55.71099
2177,58.41448
2178,58.088978
2179,49.422962
2180,50.88044
2181,54.835182
2182,51.11423
2183,54.547916
2184,48.981606
2185,48.473083
2186,50.09099
2187,50.587425
2188,52.127308
2189,53.03079
2190,44.171623
2191,45.631794
2192,46.69765
2193,49.763523
2194,47.72661
2195,47.673214
2196,51.836037
2197,48.470364
2198,60.311455
2199,52.883377
2200,50.999584
2201,51.560223
2202,57.20803
2203,50.68616
2204,50.273544
2205,48.40129
2206,50.472553
2207,54.70965
2208,55.65451
2209,52.36613
2210,47.78966
2211,50.150536
2212,52.622158
2213,48.548195
2214,51.370903
2215,49.82841
2216,49.178207
2217,46.088547
2218,46.080425
2219,48.999676
2220,47.514202
2221,55.163174
2222,51.98897
2223,50.772182
2224,55.316734
2225,48.14847
2226,48.967922
2227,55.60287
2228,57.30674
2229,59.661728
2230,52.614136
2231,53.41145
2232,56.056683
2233,51.555283
2234,56.27546
2235,50.755234
2236,59.27071
2237,60.01144
2238,51.63543
2239,48.494
2240,47.740078
2241,47.716587
2242,49.73939
2243,50.20104
2244,50.865677
2245,52.597775
2246,49.2732
2247,52.08943
2248,50.93884
2249,49.666992
2250,49.44789
2251,42.70001
2252,51.136658
2253,54.849037
2254,50.409298
2255,49.373287
2256,51.824833
2257,53.49289
2258,53.70266
2259,53.58892
2260,51.431103
2261,55.821434
2262,59.45908
2263,57.488327
2264,60.425404
2265,49.267036
2266,60.383434
2267,55.7405
2268,63.360695
2269,50.067585
2270,54.393925
2271,56.25582
2272,52.788048
2273,51.245644
2274,50.951786
2275,53.343994
2276,54.30818
2277,54.101196
2278,47.80269
2279,49.836834
2280,49.796078
2281,54.546925
2282,51.18157
2283,48.700577
2284,50.161617
2285,53.585213
2286,47.29893
2287,61.98031
2288,62.847244
2289,60.3274
2290,62.31611
2291,62.093086
2292,62.616295
2293,62.25828
2294,62.772667
2295,63.93215
2296,61.7436
2297,59.432583
2298,62.417168
2299,60.53277
2300,57.718517
2301,59.527203
2302,54.41139
2303,56.76964
2304,58.375645
2305,52.810963
2306,52.351456
2307,52.2713
2308,60.28767
2309,59.0766
2310,62.08181
2311,54.74397
2312,51.56338
2313,53.584335
2314,54.394855
2315,53.557243
2316,53.702934
2317,48.687954
2318,51.420876
2319,54.04228
2320,52.927444
2321,55.983112
2322,57.073856
2323,51.018932
2324,51.44087
2325,56.966274
2326,56.42546
2327,56.18984
2328,52.736904
2329,50.80579
2330,53.80954
2331,58.644352
2332,61.068855
2333,59.318962
2334,59.639336
2335,58.144146
2336,58.28152
2337,54.967083
2338,59.778957
2339,59.288647
2340,64.24484
2341,59.028946
2342,56.37253
2343,54.14153
2344,54.50121
2345,58.651
2346,58.144978
2347,54.756977
2348,59.36787
2349,50.764862
2350,60.375397
2351,61.75444
2352,60.870495
2353,54.092693
2354,50.764286
2355,54.154915
2356,48.292076
2357,55.595417
2358,53.271088
2359,55.522987
2360,48.070587
2361,51.434513
2362,53.711758
2363,50.832375
2364,52.49863
2365,56.938965
2366,55.33632
2367,55.437702
2368,57.63371
2369,57.379246
2370,52.905933
2371,50.66584
2372,55.168377
2373,59.132504
2374,55.65836
2375,58.75315
2376,55.801456
2377,57.44364
2378,51.46443
2379,53.153446
2380,51.304646
2381,49.720695
2382,53.602177
2383,57.1937
2384,54.362015
2385,51.919586
2386,49.961014
2387,49.53009
2388,45.54246
2389,49.67124
2390,49.270428
2391,47.51101
2392,49.80667
2393,54.132893
2394,49.953506
2395,51.82832
2396,58.64832
2397,52.49126
2398,51.14591
2399,43.654774
2400,46.945606
2401,50.8603
2402,49.154037
2403,47.93742
2404,50.34128
2405,50.418293
2406,51.409973
2407,47.26103
2408,50.972496
2409,55.52851
2410,52.06147
2411,48.30446
2412,50.176582
2413,48.004963
2414,49.568024
2415,49.67118
2416,48.82742
2417,51.357388
2418,49.74719
2419,47.02062
2420,49.04931
2421,50.325294
2422,49.519676
2423,50.392902
2424,50.09552
2425,48.200127
2426,52.256393
2427,51.197315
2428,52.546467
2429,49.812363
2430,49.27615
2431,51.50157
2432,51.2117
2433,52.137436
2434,47.97543
2435,51.46797
2436,48.14412
2437,46.77791
2438,49.6114
2439,51.942085
2440,51.13936
2441,52.478992
2442,52.312298
2443,55.47338
2444,51.642628
2445,49.796112
2446,53.505142
2447,59.61873
2448,54.322514
2449,50.28615
2450,53.232372
2451,50.775738
2452,59.44181
2453,46.598354
2454,51.65927
2455,46.481827
2456,48.33379
2457,49.054398
2458,52.56834
2459,50.32691
2460,54.6427
2461,54.51548
2462,51.374928
2463,47.420925
2464,55.1237
2465,52.798508
2466,48.18083
2467,58.519264
2468,47.820507
2469,44.709538
2470,50.799484
2471,53.335114
2472,49.984695
2473,47.743572
2474,41.779068
2475,53.71392
2476,50.26763
2477,48.260212
2478,48.602283
2479,48.86466
2480,51.959408
2481,50.942997
2482,48.78696
2483,52.17324
2484,47.373875
2485,49.609528
2486,53.875446
2487,51.035934
2488,58.98189
2489,53.7279
2490,55.697876
2491,47.759342
2492,52.132984
2493,48.999393
2494,49.500214
2495,50.22376
2496,52.21254
2497,49.91821
2498,52.299564
2499,45.936546
2500,48.742153
2501,48.793278
2502,52.89121
2503,47.01567
2504,55.748405
2505,53.329464
2506,60.483444
2507,58.25391
2508,60.483444
2509,55.02612
2510,59.00172
2511,54.537006
2512,54.676647
2513,54.28796
2514,63.650803
2515,47.256313
2516,50.79317
2517,49.11436
2518,49.287395
2519,52.780815
2520,53.52895
2521,53.56489
2522,52.1852
2523,47.99204
2524,48.18022
2525,50.13093
2526,47.40927
2527,49.467686
2528,50.132767
2529,47.006123
2530,50.86075
2531,52.39749
2532,53.873894
2533,54.9332
2534,54.865093
2535,53.92614
2536,51.76929
2537,53.934315
2538,53.194424
2539,51.410408
2540,55.9731
2541,56.63199
2542,50.96116
2543,49.666553
2544,46.342598
2545,50.37359
2546,50.111263
2547,49.44722
2548,49.338406
2549,48.32386
2550,55.191566
2551,48.125988
2552,49.622383
2553,42.364166
2554,49.82429
2555,50.45387
2556,50.0398
2557,46.480354
2558,50.75871
2559,48.188553
2560,50.024933
2561,56.049164
2562,53.566753
2563,56.370777
2564,55.915
2565,52.59154
2566,47.907524
2567,47.505474
2568,52.495132
2569,52.689514
2570,48.388966
2571,53.352623
2572,51.023167
2573,53.931614
2574,54.44329
2575,49.629
2576,48.745174
2577,46.57382
2578,48.59478
2579,45.861458
2580,46.92267
2581,46.701992
2582,49.5903
2583,55.15881
2584,48.274323
2585,49.192577
2586,53.396336
2587,51.913452
2588,51.955715
2589,50.08042
2590,55.396675
2591,55.742325
2592,56.67641
2593,59.31614
2594,55.460938
2595,56.067684
2596,57.529236
2597,57.40755
2598,53.79943
2599,65.40426
2600,48.097443
2601,49.819744
2602,49.074913
2603,48.106873
2604,46.46539
2605,45.63392
2606,48.603867
2607,50.596485
2608,50.200245
2609,52.427437
2610,47.900867
2611,48.922237
2612,49.552082
2613,51.05821
2614,49.486694
2615,49.15492
2616,52.596027
2617,51.37166
2618,52.755665
2619,57.985752
2620,49.455936
2621,54.201622
2622,53.715393
2623,59.296734
2624,52.43489
2625,58.016518
2626,51.755497
2627,57.98775
2628,60.392456
2629,65.02818
2630,61.398598
2631,63.768925
2632,63.67541
2633,58.707085
2634,61.042156
2635,52.16052
2636,56.459587
2637,53.030556
2638,57.37774
2639,51.091217
2640,51.385273
2641,47.660618
2642,48.3576
2643,50.13676
2644,50.464035
2645,50.71105
2646,48.774174
2647,48.435043
2648,52.976124
2649,52.650406
2650,54.046577
2651,51.77221
2652,63.035164
2653,62.825333
2654,53.935913
2655,60.505856
2656,63.90945
2657,60.861446
2658,60.482742
2659,62.95196
2660,59.656857
2661,62.5422
2662,60.41546
2663,57.69936
2664,59.059753
2665,62.64685
2666,60.944126
2667,53.76323
2668,52.28546
2669,52.598732
2670,59.440796
2671,54.120758
2672,52.518253
2673,51.580006
2674,51.031906
2675,54.975502
2676,55.894547
2677,51.251232
2678,54.86787
2679,59.040012
2680,59.28243
2681,61.037212
2682,58.785675
2683,60.694344
2684,59.260536
2685,58.78446
2686,59.85737
2687,62.188038
2688,57.96581
2689,57.937115
2690,64.59071
2691,52.21168
2692,51.814495
2693,56.883163
2694,50.764286
2695,55.274197
2696,55.364876
2697,52.649757
2698,51.492252
2699,51.454407
2700,52.28054
2701,52.613556
2702,48.452297
2703,47.417866
2704,49.645912
2705,52.09744
2706,52.254223
2707,49.132355
2708,52.054066
2709,49.8447
2710,53.29304
2711,54.04954
2712,59.82625
2713,60.01064
2714,53.689545
2715,50.638145
2716,54.657356
2717,58.33481
2718,62.47971
2719,51.44908
2720,54.755024
2721,48.04215
2722,48.84547
2723,50.46273
2724,49.58559
2725,48.373974
2726,51.559723
2727,50.763172
2728,50.77343
2729,52.038498
2730,50.731586
2731,52.18624
2732,50.912403
2733,49.65149
2734,56.018425
2735,49.452137
2736,53.10623
2737,49.685482
2738,49.05763
2739,51.435616
2740,52.868736
2741,51.858215
2742,50.045094
2743,50.63679
2744,53.066982
2745,51.496086
2746,49.83934
2747,54.1845
2748,45.702827
2749,52.194958
2750,47.94756
2751,49.786625
2752,56.70767
2753,47.718735
2754,48.175697
2755,49.991684
2756,51.03227
2757,42.069126
2758,53.343063
2759,51.90173
2760,51.209385
2761,50.404354
2762,49.267014
2763,49.935028
2764,53.177467
2765,55.0212
2766,46.274826
2767,45.558796
2768,48.58824
2769,49.22394
2770,51.67183
2771,49.646862
2772,45.790222
2773,52.35362
2774,49.955788
2775,49.872578
2776,55.73243
2777,57.067844
2778,54.22774
2779,49.335655
2780,51.62678
2781,51.449703
2782,49.741886
2783,49.841885
2784,52.119728
2785,52.62438
2786,40.541756
2787,53.406105
2788,48.433445
2789,53.657276
2790,50.427383
2791,49.76752
2792,42.204937
2793,52.776825
2794,46.2099
2795,48.999527
2796,48.413136
2797,56.51781
2798,47.79863
2799,51.39618
2800,45.778088
2801,47.21736
2802,50.015774
2803,51.406757
2804,51.798332
2805,49.602562
2806,44.139328
2807,53.200905
2808,53.2256
2809,51.795372
2810,51.76408
2811,51.98127
2812,52.82466
2813,51.37325
2814,53.87412
2815,51.51848
2816,56.02216
2817,52.43353
2818,52.174313
2819,53.38131
2820,49.977497
2821,48.915344
2822,54.461407
2823,52.326035
2824,50.370262
2825,52.287006
2826,54.10047
2827,50.91926
2828,52.28972
2829,55.474148
2830,53.182533
2831,51.40475
2832,52.6143
2833,55.635796
2834,54.138203
2835,53.23854
2836,55.04616
2837,51.821564
2838,51.871777
2839,54.620934
2840,51.525482
2841,53.97505
2842,52.25398
2843,50.141674
2844,48.81842
2845,51.237988
2846,52.540863
2847,50.068844
2848,54.734524
2849,53.68074
2850,55.729794
2851,56.9376
2852,53.08763
2853,52.22284
2854,49.413395
2855,52.926285
2856,52.974346
2857,54.72375
2858,52.567394
2859,49.216713
2860,47.638954
2861,48.54518
2862,56.20173
2863,48.24907
2864,56.972725
2865,48.04829
2866,51.368282
2867,52.09649
2868,43.435043
2869,48.32601
2870,50.676723
2871,48.648098
2872,39.831158
2873,50.414883
2874,48.463715
2875,49.9951
2876,55.430412
2877,53.719486
2878,55.787533
2879,51.73511
2880,49.044884
2881,54.716732
2882,52.452805
2883,53.71773
2884,58.247158
2885,53.983475
2886,52.646763
2887,47.09886
2888,50.044254
2889,47.08268
2890,45.51645
2891,49.842014
2892,43.966118
2893,46.73716
2894,44.891716
2895,55.696133
2896,54.09567
2897,49.596962
2898,51.150238
2899,56.90468
2900,49.791878
2901,56.241882
2902,51.013443
2903,59.07086
2904,62.130337
2905,44.481365
2906,50.929188
2907,51.632507
2908,51.338528
2909,50.388317
2910,44.54507
2911,49.074913
2912,48.939846
2913,46.425407
2914,47.32616
2915,48.84136
2916,46.522667
2917,47.000893
2918,46.243126
2919,52.422073
